area_fips,industry_code,year,qtr,area_title,qtrly_estabs_count,month1_emplvl,month2_emplvl,month3_emplvl
20037,10,2012,4,"Crawford County, Kansas",1001,17191,17404,17350
20037,10,2012,1,"Crawford County, Kansas",18,103,98,99
20037,10,2012,2,"Crawford County, Kansas",18,102,102,101
20037,10,2012,3,"Crawford County, Kansas",18,98,98,96
20037,10,2012,4,"Crawford County, Kansas",18,98,98,99
20037,10,2012,1,"Crawford County, Kansas",19,1064,1078,1083
20037,10,2012,2,"Crawford County, Kansas",19,1089,1087,1052
20037,10,2012,3,"Crawford County, Kansas",19,1029,1060,1090
20037,10,2012,4,"Crawford County, Kansas",19,1085,1096,1081
20037,10,2012,1,"Crawford County, Kansas",34,3068,3132,3226
20037,10,2012,2,"Crawford County, Kansas",34,3167,3107,2923
20037,10,2012,3,"Crawford County, Kansas",34,2833,2778,3015
20037,10,2012,4,"Crawford County, Kansas",34,3144,3156,3132
20037,10,2012,1,"Crawford County, Kansas",923,12082,12152,12295
20037,10,2012,2,"Crawford County, Kansas",929,12494,12474,12563
20037,10,2012,3,"Crawford County, Kansas",932,12466,12527,12611
20037,10,2012,4,"Crawford County, Kansas",930,12864,13054,13038
20043,10,2012,1,"Doniphan County, Kansas",201,2143,2178,2293
20043,10,2012,2,"Doniphan County, Kansas",201,2295,2366,2232
20043,10,2012,3,"Doniphan County, Kansas",202,2134,2113,2216
20043,10,2012,4,"Doniphan County, Kansas",200,2395,2343,2393
20043,10,2012,1,"Doniphan County, Kansas",11,38,36,37
20043,10,2012,2,"Doniphan County, Kansas",11,37,38,36
20043,10,2012,3,"Doniphan County, Kansas",11,38,35,36
20043,10,2012,4,"Doniphan County, Kansas",11,37,37,39
20043,10,2012,1,"Doniphan County, Kansas",6,34,34,34
20043,10,2012,2,"Doniphan County, Kansas",6,34,35,33
20043,10,2012,3,"Doniphan County, Kansas",6,35,33,35
20043,10,2012,4,"Doniphan County, Kansas",6,36,34,33
20043,10,2012,1,"Doniphan County, Kansas",20,783,811,929
20043,10,2012,2,"Doniphan County, Kansas",20,898,983,862
20043,10,2012,3,"Doniphan County, Kansas",20,732,698,786
20043,10,2012,4,"Doniphan County, Kansas",20,940,889,959
20043,10,2012,1,"Doniphan County, Kansas",164,1288,1297,1293
20043,10,2012,2,"Doniphan County, Kansas",164,1326,1310,1301
20043,10,2012,3,"Doniphan County, Kansas",165,1329,1347,1359
20043,10,2012,4,"Doniphan County, Kansas",163,1382,1383,1362
20091,10,2012,1,"Johnson County, Kansas",20483,302445,302933,304873
20091,10,2012,2,"Johnson County, Kansas",20672,309043,312038,314136
20091,10,2012,3,"Johnson County, Kansas",20897,310660,311367,309310
20091,10,2012,4,"Johnson County, Kansas",20748,314001,315441,315888
20091,10,2012,1,"Johnson County, Kansas",48,1879,1859,1853
20091,10,2012,2,"Johnson County, Kansas",47,1780,1771,1776
20091,10,2012,3,"Johnson County, Kansas",47,1787,1768,1760
20091,10,2012,4,"Johnson County, Kansas",45,1819,1824,1831
20091,10,2012,1,"Johnson County, Kansas",31,698,705,717
20091,10,2012,2,"Johnson County, Kansas",31,708,710,702
20091,10,2012,3,"Johnson County, Kansas",30,666,707,703
20091,10,2012,4,"Johnson County, Kansas",30,702,693,705
20091,10,2012,1,"Johnson County, Kansas",46,25788,26655,26756
20091,10,2012,2,"Johnson County, Kansas",46,27125,27761,26600
20091,10,2012,3,"Johnson County, Kansas",46,25056,25127,25190
20091,10,2012,4,"Johnson County, Kansas",46,26680,26680,26706
20091,10,2012,1,"Johnson County, Kansas",20358,274080,273714,275547
20091,10,2012,2,"Johnson County, Kansas",20548,279430,281796,285058
20091,10,2012,3,"Johnson County, Kansas",20774,283151,283765,281657
20091,10,2012,4,"Johnson County, Kansas",20627,284800,286244,286646
20103,10,2012,1,"Leavenworth County, Kansas",1343,20514,20540,20923
20103,10,2012,2,"Leavenworth County, Kansas",1350,21149,21323,21085
20103,10,2012,3,"Leavenworth County, Kansas",1356,20595,20226,20904
20103,10,2012,4,"Leavenworth County, Kansas",1357,21168,21257,21268
20103,10,2012,1,"Leavenworth County, Kansas",40,4659,4638,4639
20103,10,2012,2,"Leavenworth County, Kansas",41,4650,4637,4649
20103,10,2012,3,"Leavenworth County, Kansas",41,4635,4562,4490
20103,10,2012,4,"Leavenworth County, Kansas",41,4477,4544,4556
20103,10,2012,1,"Leavenworth County, Kansas",19,725,718,735
20103,10,2012,2,"Leavenworth County, Kansas",19,739,727,740
20103,10,2012,3,"Leavenworth County, Kansas",19,729,738,745
20103,10,2012,4,"Leavenworth County, Kansas",19,740,726,732
20103,10,2012,1,"Leavenworth County, Kansas",32,3388,3366,3439
20103,10,2012,2,"Leavenworth County, Kansas",32,3404,3473,3230
20103,10,2012,3,"Leavenworth County, Kansas",32,2898,2679,3379
20103,10,2012,4,"Leavenworth County, Kansas",32,3500,3500,3530
20103,10,2012,1,"Leavenworth County, Kansas",1252,11742,11818,12110
20103,10,2012,2,"Leavenworth County, Kansas",1258,12356,12486,12466
20103,10,2012,3,"Leavenworth County, Kansas",1264,12333,12247,12290
20103,10,2012,4,"Leavenworth County, Kansas",1265,12451,12487,12450
20107,10,2012,1,"Linn County, Kansas",233,1959,2024,1901
20107,10,2012,2,"Linn County, Kansas",239,1907,1968,2009
20107,10,2012,3,"Linn County, Kansas",246,1795,1806,1973
20107,10,2012,4,"Linn County, Kansas",249,2077,2026,2055
20107,10,2012,1,"Linn County, Kansas",10,42,41,44
20107,10,2012,2,"Linn County, Kansas",10,46,43,45
20107,10,2012,3,"Linn County, Kansas",10,43,43,43
20107,10,2012,4,"Linn County, Kansas",10,46,45,47
20107,10,2012,1,"Linn County, Kansas",8,35,35,36
20107,10,2012,2,"Linn County, Kansas",8,37,37,41
20107,10,2012,3,"Linn County, Kansas",8,42,43,41
20107,10,2012,4,"Linn County, Kansas",8,40,38,36
20107,10,2012,1,"Linn County, Kansas",28,656,658,663
20107,10,2012,2,"Linn County, Kansas",28,647,685,719
20107,10,2012,3,"Linn County, Kansas",28,502,502,634
20107,10,2012,4,"Linn County, Kansas",28,728,717,723
20107,10,2012,1,"Linn County, Kansas",187,1226,1290,1158
20107,10,2012,2,"Linn County, Kansas",193,1177,1203,1204
20107,10,2012,3,"Linn County, Kansas",200,1208,1218,1255
20107,10,2012,4,"Linn County, Kansas",203,1263,1226,1249
20121,10,2012,1,"Miami County, Kansas",781,7377,7303,7460
20121,10,2012,2,"Miami County, Kansas",780,7567,7740,7877
20121,10,2012,3,"Miami County, Kansas",770,7574,7546,7678
20121,10,2012,4,"Miami County, Kansas",766,7667,7705,7627
20121,10,2012,1,"Miami County, Kansas",14,61,60,60
20121,10,2012,2,"Miami County, Kansas",13,60,61,57
20121,10,2012,3,"Miami County, Kansas",14,65,66,60
20121,10,2012,4,"Miami County, Kansas",14,60,62,63
20121,10,2012,1,"Miami County, Kansas",8,0,0,0
20121,10,2012,2,"Miami County, Kansas",8,0,0,0
20121,10,2012,3,"Miami County, Kansas",8,0,0,0
20121,10,2012,4,"Miami County, Kansas",8,434,432,418
20121,10,2012,1,"Miami County, Kansas",18,0,0,0
20121,10,2012,2,"Miami County, Kansas",18,0,0,0
20121,10,2012,3,"Miami County, Kansas",18,0,0,0
20121,10,2012,4,"Miami County, Kansas",18,1606,1602,1583
20121,10,2012,1,"Miami County, Kansas",741,5329,5255,5381
20121,10,2012,2,"Miami County, Kansas",741,5536,5644,5696
20121,10,2012,3,"Miami County, Kansas",730,5664,5648,5586
20121,10,2012,4,"Miami County, Kansas",726,5567,5609,5563
20209,10,2012,1,"Wyandotte County, Kansas",3165,80900,81982,82864
20209,10,2012,2,"Wyandotte County, Kansas",3181,83927,84594,85324
20209,10,2012,3,"Wyandotte County, Kansas",3190,83836,85064,85626
20209,10,2012,4,"Wyandotte County, Kansas",3186,85353,85079,84145
20209,10,2012,1,"Wyandotte County, Kansas",40,1790,1777,1775
20209,10,2012,2,"Wyandotte County, Kansas",39,1827,1781,1773
20209,10,2012,3,"Wyandotte County, Kansas",39,1770,1755,1742
20209,10,2012,4,"Wyandotte County, Kansas",38,1719,1692,1725
20209,10,2012,1,"Wyandotte County, Kansas",26,4718,4710,4727
20209,10,2012,2,"Wyandotte County, Kansas",26,4852,4831,4833
20209,10,2012,3,"Wyandotte County, Kansas",24,4938,4845,4815
20209,10,2012,4,"Wyandotte County, Kansas",24,4759,4645,4474
20209,10,2012,1,"Wyandotte County, Kansas",21,9148,9423,9463
20209,10,2012,2,"Wyandotte County, Kansas",21,9487,9507,9429
20209,10,2012,3,"Wyandotte County, Kansas",21,8697,8704,9433
20209,10,2012,4,"Wyandotte County, Kansas",21,9518,9559,9531
20209,10,2012,1,"Wyandotte County, Kansas",3078,65244,66072,66899
20209,10,2012,2,"Wyandotte County, Kansas",3095,67761,68475,69289
20209,10,2012,3,"Wyandotte County, Kansas",3106,68431,69760,69636
20209,10,2012,4,"Wyandotte County, Kansas",3103,69357,69183,68415
29003,10,2012,1,"Andrew County, Missouri",319,2264,2265,2327
29003,10,2012,2,"Andrew County, Missouri",319,2472,2463,2485
29003,10,2012,3,"Andrew County, Missouri",320,2299,2373,2453
29003,10,2012,4,"Andrew County, Missouri",324,2444,2405,2426
29003,10,2012,1,"Andrew County, Missouri",13,37,34,33
29003,10,2012,2,"Andrew County, Missouri",13,38,33,33
29003,10,2012,3,"Andrew County, Missouri",13,32,35,34
29003,10,2012,4,"Andrew County, Missouri",13,36,34,35
29003,10,2012,1,"Andrew County, Missouri",4,23,22,22
29003,10,2012,2,"Andrew County, Missouri",4,21,21,21
29003,10,2012,3,"Andrew County, Missouri",4,21,21,20
29003,10,2012,4,"Andrew County, Missouri",4,20,21,20
29003,10,2012,1,"Andrew County, Missouri",36,660,672,672
29003,10,2012,2,"Andrew County, Missouri",36,703,688,686
29003,10,2012,3,"Andrew County, Missouri",36,480,542,653
29003,10,2012,4,"Andrew County, Missouri",36,670,671,677
29003,10,2012,1,"Andrew County, Missouri",266,1544,1537,1600
29003,10,2012,2,"Andrew County, Missouri",266,1710,1721,1745
29003,10,2012,3,"Andrew County, Missouri",267,1766,1775,1746
29003,10,2012,4,"Andrew County, Missouri",271,1718,1679,1694
29011,10,2012,1,"Barton County, Missouri",309,3292,3273,3343
29011,10,2012,2,"Barton County, Missouri",312,3369,3390,3398
29011,10,2012,3,"Barton County, Missouri",312,3347,3311,3367
29011,10,2012,4,"Barton County, Missouri",319,3408,3371,3333
29011,10,2012,1,"Barton County, Missouri",7,33,30,31
29011,10,2012,2,"Barton County, Missouri",7,32,34,33
29011,10,2012,3,"Barton County, Missouri",6,33,34,31
29011,10,2012,4,"Barton County, Missouri",6,37,32,38
29011,10,2012,1,"Barton County, Missouri",5,46,46,47
29011,10,2012,2,"Barton County, Missouri",5,47,47,48
29011,10,2012,3,"Barton County, Missouri",5,48,47,46
29011,10,2012,4,"Barton County, Missouri",5,47,47,46
29011,10,2012,1,"Barton County, Missouri",34,839,855,848
29011,10,2012,2,"Barton County, Missouri",34,855,868,849
29011,10,2012,3,"Barton County, Missouri",34,759,734,862
29011,10,2012,4,"Barton County, Missouri",34,861,870,857
29011,10,2012,1,"Barton County, Missouri",263,2374,2342,2417
29011,10,2012,2,"Barton County, Missouri",266,2435,2441,2468
29011,10,2012,3,"Barton County, Missouri",267,2507,2496,2428
29011,10,2012,4,"Barton County, Missouri",274,2463,2422,2392
29013,10,2012,1,"Bates County, Missouri",423,3665,3635,3660
29013,10,2012,2,"Bates County, Missouri",428,3699,3738,3724
29013,10,2012,3,"Bates County, Missouri",430,3420,3435,3633
29013,10,2012,4,"Bates County, Missouri",432,3582,3571,3561
29013,10,2012,1,"Bates County, Missouri",12,55,59,64
29013,10,2012,2,"Bates County, Missouri",12,58,58,59
29013,10,2012,3,"Bates County, Missouri",11,65,56,61
29013,10,2012,4,"Bates County, Missouri",11,56,55,60
29013,10,2012,1,"Bates County, Missouri",9,83,83,82
29013,10,2012,2,"Bates County, Missouri",9,80,80,80
29013,10,2012,3,"Bates County, Missouri",9,80,79,78
29013,10,2012,4,"Bates County, Missouri",9,79,79,79
29013,10,2012,1,"Bates County, Missouri",53,1133,1127,1121
29013,10,2012,2,"Bates County, Missouri",53,1148,1141,1157
29013,10,2012,3,"Bates County, Missouri",53,818,830,1083
29013,10,2012,4,"Bates County, Missouri",52,1100,1104,1107
29013,10,2012,1,"Bates County, Missouri",349,2394,2366,2393
29013,10,2012,2,"Bates County, Missouri",354,2413,2459,2428
29013,10,2012,3,"Bates County, Missouri",357,2457,2470,2411
29013,10,2012,4,"Bates County, Missouri",360,2347,2333,2315
29021,10,2012,1,"Buchanan County, Missouri",2552,45156,45337,45695
29021,10,2012,2,"Buchanan County, Missouri",2564,45876,46049,45912
29021,10,2012,3,"Buchanan County, Missouri",2551,45632,45845,46260
29021,10,2012,4,"Buchanan County, Missouri",2556,46483,46887,47194
29021,10,2012,1,"Buchanan County, Missouri",22,482,481,492
29021,10,2012,2,"Buchanan County, Missouri",22,491,483,483
29021,10,2012,3,"Buchanan County, Missouri",22,475,473,477
29021,10,2012,4,"Buchanan County, Missouri",22,468,474,487
29021,10,2012,1,"Buchanan County, Missouri",31,2300,2469,2476
29021,10,2012,2,"Buchanan County, Missouri",31,2466,2291,2299
29021,10,2012,3,"Buchanan County, Missouri",27,2262,2311,2483
29021,10,2012,4,"Buchanan County, Missouri",27,2496,2503,2485
29021,10,2012,1,"Buchanan County, Missouri",74,3634,3641,3667
29021,10,2012,2,"Buchanan County, Missouri",75,3596,3674,3423
29021,10,2012,3,"Buchanan County, Missouri",75,3259,3276,3526
29021,10,2012,4,"Buchanan County, Missouri",75,3564,3598,3708
29021,10,2012,1,"Buchanan County, Missouri",2425,38740,38746,39060
29021,10,2012,2,"Buchanan County, Missouri",2436,39323,39601,39707
29021,10,2012,3,"Buchanan County, Missouri",2427,39636,39785,39774
29021,10,2012,4,"Buchanan County, Missouri",2432,39955,40312,40514
29037,10,2012,1,"Cass County, Missouri",1984,22201,22394,22816
29037,10,2012,2,"Cass County, Missouri",1989,23132,23390,23180
29037,10,2012,3,"Cass County, Missouri",1993,22003,22385,23151
29037,10,2012,4,"Cass County, Missouri",1993,23367,23367,23270
29037,10,2012,1,"Cass County, Missouri",24,274,271,273
29037,10,2012,2,"Cass County, Missouri",24,274,275,283
29037,10,2012,3,"Cass County, Missouri",24,280,274,246
29037,10,2012,4,"Cass County, Missouri",24,248,250,251
29037,10,2012,1,"Cass County, Missouri",12,172,172,173
29037,10,2012,2,"Cass County, Missouri",12,169,164,164
29037,10,2012,3,"Cass County, Missouri",12,161,163,161
29037,10,2012,4,"Cass County, Missouri",12,163,163,160
29037,10,2012,1,"Cass County, Missouri",123,4485,4524,4538
29037,10,2012,2,"Cass County, Missouri",123,4537,4576,4454
29037,10,2012,3,"Cass County, Missouri",123,3390,3542,4430
29037,10,2012,4,"Cass County, Missouri",123,4584,4589,4611
29037,10,2012,1,"Cass County, Missouri",1825,17270,17427,17832
29037,10,2012,2,"Cass County, Missouri",1830,18152,18375,18279
29037,10,2012,3,"Cass County, Missouri",1834,18172,18406,18314
29037,10,2012,4,"Cass County, Missouri",1834,18372,18365,18248
29039,10,2012,1,"Cedar County, Missouri",346,3193,3159,3150
29039,10,2012,2,"Cedar County, Missouri",344,3220,3292,3339
29039,10,2012,3,"Cedar County, Missouri",344,3152,3160,3230
29039,10,2012,4,"Cedar County, Missouri",351,3213,3197,3194
29039,10,2012,1,"Cedar County, Missouri",9,57,56,59
29039,10,2012,2,"Cedar County, Missouri",9,59,62,66
29039,10,2012,3,"Cedar County, Missouri",9,62,62,62
29039,10,2012,4,"Cedar County, Missouri",9,59,60,63
29039,10,2012,1,"Cedar County, Missouri",8,412,402,400
29039,10,2012,2,"Cedar County, Missouri",8,397,405,410
29039,10,2012,3,"Cedar County, Missouri",8,411,416,408
29039,10,2012,4,"Cedar County, Missouri",8,409,407,400
29039,10,2012,1,"Cedar County, Missouri",26,676,672,676
29039,10,2012,2,"Cedar County, Missouri",25,688,699,689
29039,10,2012,3,"Cedar County, Missouri",25,550,556,656
29039,10,2012,4,"Cedar County, Missouri",25,660,673,671
29039,10,2012,1,"Cedar County, Missouri",303,2048,2029,2015
29039,10,2012,2,"Cedar County, Missouri",302,2076,2126,2174
29039,10,2012,3,"Cedar County, Missouri",302,2129,2126,2104
29039,10,2012,4,"Cedar County, Missouri",309,2085,2057,2060
29047,10,2012,1,"Clay County, Missouri",5001,84747,84681,86227
29047,10,2012,2,"Clay County, Missouri",5092,87193,86455,87415
29047,10,2012,3,"Clay County, Missouri",5145,83595,84690,87753
29047,10,2012,4,"Clay County, Missouri",5210,87969,86963,86313
29047,10,2012,1,"Clay County, Missouri",28,819,811,815
29047,10,2012,2,"Clay County, Missouri",31,801,812,823
29047,10,2012,3,"Clay County, Missouri",30,835,836,826
29047,10,2012,4,"Clay County, Missouri",30,819,826,832
29047,10,2012,1,"Clay County, Missouri",16,427,425,418
29047,10,2012,2,"Clay County, Missouri",16,411,410,411
29047,10,2012,3,"Clay County, Missouri",16,407,407,404
29047,10,2012,4,"Clay County, Missouri",16,403,401,400
29047,10,2012,1,"Clay County, Missouri",191,13911,14027,14017
29047,10,2012,2,"Clay County, Missouri",191,14091,14120,13950
29047,10,2012,3,"Clay County, Missouri",192,9992,10357,14111
29047,10,2012,4,"Clay County, Missouri",192,14089,13980,13984
29047,10,2012,1,"Clay County, Missouri",4766,69590,69418,70977
29047,10,2012,2,"Clay County, Missouri",4854,71890,71113,72231
29047,10,2012,3,"Clay County, Missouri",4907,72361,73090,72412
29047,10,2012,4,"Clay County, Missouri",4972,72658,71756,71097
29095,10,2012,1,"Jackson County, Missouri",18402,339553,342377,346049
29095,10,2012,2,"Jackson County, Missouri",18595,348950,350504,350420
29095,10,2012,3,"Jackson County, Missouri",18764,345711,346375,348148
29095,10,2012,4,"Jackson County, Missouri",18973,350214,352813,351683
29095,10,2012,1,"Jackson County, Missouri",112,16584,17816,18337
29095,10,2012,2,"Jackson County, Missouri",108,18515,17771,17370
29095,10,2012,3,"Jackson County, Missouri",108,16805,16170,16265
29095,10,2012,4,"Jackson County, Missouri",106,16084,16516,16193
29095,10,2012,1,"Jackson County, Missouri",42,6965,7043,6989
29095,10,2012,2,"Jackson County, Missouri",42,6932,6935,6624
29095,10,2012,3,"Jackson County, Missouri",40,6618,6569,6901
29095,10,2012,4,"Jackson County, Missouri",40,6932,6939,6917
29095,10,2012,1,"Jackson County, Missouri",434,35389,36104,36159
29095,10,2012,2,"Jackson County, Missouri",432,36187,36313,36137
29095,10,2012,3,"Jackson County, Missouri",433,31272,31677,35796
29095,10,2012,4,"Jackson County, Missouri",433,36192,36182,36257
29095,10,2012,1,"Jackson County, Missouri",17814,280615,281414,284564
29095,10,2012,2,"Jackson County, Missouri",18013,287316,289485,290289
29095,10,2012,3,"Jackson County, Missouri",18183,291016,291959,289186
29095,10,2012,4,"Jackson County, Missouri",18394,291006,293176,292316
29097,10,2012,1,"Jasper County, Missouri",3239,56353,56249,56833
29097,10,2012,2,"Jasper County, Missouri",3240,56884,57092,56831
29097,10,2012,3,"Jasper County, Missouri",3245,55198,55151,56848
29097,10,2012,4,"Jasper County, Missouri",3260,57283,57812,57992
29097,10,2012,1,"Jasper County, Missouri",33,312,308,303
29097,10,2012,2,"Jasper County, Missouri",33,308,299,301
29097,10,2012,3,"Jasper County, Missouri",33,303,297,290
29097,10,2012,4,"Jasper County, Missouri",32,301,296,299
29097,10,2012,1,"Jasper County, Missouri",21,1221,1363,1352
29097,10,2012,2,"Jasper County, Missouri",21,1351,1347,1219
29097,10,2012,3,"Jasper County, Missouri",21,1206,1197,1328
29097,10,2012,4,"Jasper County, Missouri",21,1335,1341,1331
29097,10,2012,1,"Jasper County, Missouri",117,5317,5351,5407
29097,10,2012,2,"Jasper County, Missouri",117,5413,5463,5194
29097,10,2012,3,"Jasper County, Missouri",117,3733,3678,5385
29097,10,2012,4,"Jasper County, Missouri",117,5499,5522,5504
29097,10,2012,1,"Jasper County, Missouri",3068,49503,49227,49771
29097,10,2012,2,"Jasper County, Missouri",3069,49812,49983,50117
29097,10,2012,3,"Jasper County, Missouri",3074,49956,49979,49845
29097,10,2012,4,"Jasper County, Missouri",3090,50148,50653,50858
29145,10,2012,1,"Newton County, Missouri",1236,19237,19737,19863
29145,10,2012,2,"Newton County, Missouri",1236,19751,19825,19249
29145,10,2012,3,"Newton County, Missouri",1243,18659,18736,20032
29145,10,2012,4,"Newton County, Missouri",1243,20116,20052,19944
29145,10,2012,1,"Newton County, Missouri",19,141,136,143
29145,10,2012,2,"Newton County, Missouri",18,142,144,151
29145,10,2012,3,"Newton County, Missouri",17,150,151,144
29145,10,2012,4,"Newton County, Missouri",17,145,137,142
29145,10,2012,1,"Newton County, Missouri",9,136,135,133
29145,10,2012,2,"Newton County, Missouri",9,129,128,129
29145,10,2012,3,"Newton County, Missouri",9,128,129,128
29145,10,2012,4,"Newton County, Missouri",9,129,129,127
29145,10,2012,1,"Newton County, Missouri",62,2286,2700,2713
29145,10,2012,2,"Newton County, Missouri",62,2623,2625,2099
29145,10,2012,3,"Newton County, Missouri",63,1504,1432,2718
29145,10,2012,4,"Newton County, Missouri",64,2825,2819,2776
29145,10,2012,1,"Newton County, Missouri",1146,16674,16766,16874
29145,10,2012,2,"Newton County, Missouri",1147,16857,16928,16870
29145,10,2012,3,"Newton County, Missouri",1154,16877,17024,17042
29145,10,2012,4,"Newton County, Missouri",1153,17017,16967,16899
29165,10,2012,1,"Platte County, Missouri",2372,39103,38978,39298
29165,10,2012,2,"Platte County, Missouri",2375,39473,39931,39813
29165,10,2012,3,"Platte County, Missouri",2393,38837,39324,39206
29165,10,2012,4,"Platte County, Missouri",2416,39607,39818,39401
29165,10,2012,1,"Platte County, Missouri",25,471,470,467
29165,10,2012,2,"Platte County, Missouri",24,466,460,466
29165,10,2012,3,"Platte County, Missouri",23,469,479,496
29165,10,2012,4,"Platte County, Missouri",23,505,497,494
29165,10,2012,1,"Platte County, Missouri",7,87,87,86
29165,10,2012,2,"Platte County, Missouri",7,81,82,82
29165,10,2012,3,"Platte County, Missouri",7,80,80,80
29165,10,2012,4,"Platte County, Missouri",7,81,81,80
29165,10,2012,1,"Platte County, Missouri",81,3530,3548,3605
29165,10,2012,2,"Platte County, Missouri",82,3572,3596,3137
29165,10,2012,3,"Platte County, Missouri",82,2731,3161,3529
29165,10,2012,4,"Platte County, Missouri",82,3668,3668,3648
29165,10,2012,1,"Platte County, Missouri",2259,35015,34873,35140
29165,10,2012,2,"Platte County, Missouri",2262,35354,35793,36128
29165,10,2012,3,"Platte County, Missouri",2281,35557,35604,35101
29165,10,2012,4,"Platte County, Missouri",2304,35353,35572,35179
29217,10,2012,1,"Vernon County, Missouri",597,6924,6971,7004
29217,10,2012,2,"Vernon County, Missouri",594,7028,7026,7023
29217,10,2012,3,"Vernon County, Missouri",587,6571,6706,7015
29217,10,2012,4,"Vernon County, Missouri",592,7065,7070,7070
29217,10,2012,1,"Vernon County, Missouri",19,106,98,104
29217,10,2012,2,"Vernon County, Missouri",19,98,103,100
29217,10,2012,3,"Vernon County, Missouri",19,102,107,103
29217,10,2012,4,"Vernon County, Missouri",19,103,100,99
29217,10,2012,1,"Vernon County, Missouri",14,140,139,137
29217,10,2012,2,"Vernon County, Missouri",14,134,133,134
29217,10,2012,3,"Vernon County, Missouri",14,132,133,131
29217,10,2012,4,"Vernon County, Missouri",14,134,133,133
29217,10,2012,1,"Vernon County, Missouri",57,1325,1346,1347
29217,10,2012,2,"Vernon County, Missouri",57,1367,1363,1372
29217,10,2012,3,"Vernon County, Missouri",57,879,962,1323
29217,10,2012,4,"Vernon County, Missouri",57,1366,1364,1351
29217,10,2012,1,"Vernon County, Missouri",507,5353,5388,5416
29217,10,2012,2,"Vernon County, Missouri",504,5429,5427,5417
29217,10,2012,3,"Vernon County, Missouri",497,5458,5504,5458
29217,10,2012,4,"Vernon County, Missouri",502,5462,5473,5487
20005,10,2011,1,"Atchison County, Kansas",410,5824,5828,5937
20005,10,2011,2,"Atchison County, Kansas",418,5902,5888,5978
20005,10,2011,3,"Atchison County, Kansas",428,5758,5697,5899
20005,10,2011,4,"Atchison County, Kansas",427,6004,5925,5938
20005,10,2011,1,"Atchison County, Kansas",9,51,51,53
20005,10,2011,2,"Atchison County, Kansas",8,45,47,47
20005,10,2011,3,"Atchison County, Kansas",8,47,49,45
20005,10,2011,4,"Atchison County, Kansas",8,52,45,50
20005,10,2011,1,"Atchison County, Kansas",13,36,36,36
20005,10,2011,2,"Atchison County, Kansas",13,36,36,37
20005,10,2011,3,"Atchison County, Kansas",13,38,37,36
20005,10,2011,4,"Atchison County, Kansas",13,35,34,34
20005,10,2011,1,"Atchison County, Kansas",25,861,857,862
20005,10,2011,2,"Atchison County, Kansas",25,869,874,930
20005,10,2011,3,"Atchison County, Kansas",25,687,679,840
20005,10,2011,4,"Atchison County, Kansas",25,878,865,872
20005,10,2011,1,"Atchison County, Kansas",363,4876,4884,4986
20005,10,2011,2,"Atchison County, Kansas",372,4952,4931,4964
20005,10,2011,3,"Atchison County, Kansas",382,4986,4932,4978
20005,10,2011,4,"Atchison County, Kansas",381,5039,4981,4982
20013,10,2011,1,"Brown County, Kansas",321,4550,4542,4523
20013,10,2011,2,"Brown County, Kansas",323,4556,4640,4632
20013,10,2011,3,"Brown County, Kansas",327,4526,4593,4656
20013,10,2011,4,"Brown County, Kansas",328,4688,4569,4705
20013,10,2011,1,"Brown County, Kansas",14,116,109,113
20013,10,2011,2,"Brown County, Kansas",14,118,115,114
20013,10,2011,3,"Brown County, Kansas",14,118,118,114
20013,10,2011,4,"Brown County, Kansas",14,112,107,108
20013,10,2011,1,"Brown County, Kansas",9,69,70,70
20013,10,2011,2,"Brown County, Kansas",9,71,70,72
20013,10,2011,3,"Brown County, Kansas",9,72,71,71
20013,10,2011,4,"Brown County, Kansas",9,69,68,68
20013,10,2011,1,"Brown County, Kansas",39,1647,1634,1629
20013,10,2011,2,"Brown County, Kansas",39,1601,1623,1585
20013,10,2011,3,"Brown County, Kansas",39,1461,1505,1581
20013,10,2011,4,"Brown County, Kansas",39,1602,1508,1606
20013,10,2011,1,"Brown County, Kansas",259,2718,2729,2711
20013,10,2011,2,"Brown County, Kansas",261,2766,2832,2861
20013,10,2011,3,"Brown County, Kansas",265,2875,2899,2890
20013,10,2011,4,"Brown County, Kansas",266,2905,2886,2923
20021,10,2011,1,"Cherokee County, Kansas",443,5730,5625,5669
20021,10,2011,2,"Cherokee County, Kansas",448,5913,6040,6125
20021,10,2011,3,"Cherokee County, Kansas",440,5733,5865,5937
20021,10,2011,4,"Cherokee County, Kansas",436,5957,5883,5909
20021,10,2011,1,"Cherokee County, Kansas",11,58,56,57
20021,10,2011,2,"Cherokee County, Kansas",11,51,53,51
20021,10,2011,3,"Cherokee County, Kansas",11,51,50,49
20021,10,2011,4,"Cherokee County, Kansas",11,51,47,50
20021,10,2011,1,"Cherokee County, Kansas",6,36,36,36
20021,10,2011,2,"Cherokee County, Kansas",6,36,36,37
20021,10,2011,3,"Cherokee County, Kansas",6,38,37,37
20021,10,2011,4,"Cherokee County, Kansas",6,36,35,35
20021,10,2011,1,"Cherokee County, Kansas",28,1219,1241,1271
20021,10,2011,2,"Cherokee County, Kansas",28,1265,1345,1343
20021,10,2011,3,"Cherokee County, Kansas",28,1048,1141,1215
20021,10,2011,4,"Cherokee County, Kansas",27,1265,1269,1280
20021,10,2011,1,"Cherokee County, Kansas",398,4417,4292,4305
20021,10,2011,2,"Cherokee County, Kansas",403,4561,4606,4694
20021,10,2011,3,"Cherokee County, Kansas",395,4596,4637,4636
